Unnamed: 0,ProductName,Price,Quantity,CustomerNo,Country,Date_day,Date_month,Date_year
494325,1118,18.4,2,15235.0,21,19,0,0
494326,305,11.33,12,15235.0,21,19,0,0
494327,668,14.09,4,15235.0,21,19,0,0
494328,692,11.94,12,15235.0,21,19,0,0
494329,1646,14.09,8,15235.0,21,19,0,0
494330,1647,13.68,4,15235.0,21,19,0,0
494331,1959,16.35,3,15235.0,21,19,0,0
494332,1635,10.81,24,15235.0,21,19,0,0
494333,1636,10.81,24,15235.0,21,19,0,0
494334,78,10.81,24,15235.0,21,19,0,0
494335,1972,12.4,6,15235.0,21,19,0,0
494336,616,11.78,12,15235.0,21,19,0,0
494337,1850,11.94,12,15235.0,21,19,0,0
494338,1847,11.94,12,15235.0,21,19,0,0
494339,2118,15.32,4,15235.0,21,19,0,0
494340,2219,15.32,3,15235.0,21,19,0,0
494341,2077,13.27,6,13817.0,8,19,0,0
494342,12,11.12,12,13817.0,8,19,0,0
494343,2658,11.94,8,13817.0,8,19,0,0
494344,2025,11.94,8,13817.0,8,19,0,0
494345,1955,12.4,6,13817.0,8,19,0,0
494346,1956,12.4,6,13817.0,8,19,0,0
494347,1954,12.25,6,13817.0,8,19,0,0
494348,1270,6.13,10,13817.0,8,19,0,0
494349,2277,13.27,1,13951.0,21,19,0,0
494350,2254,10.92,1,13951.0,21,19,0,0
494351,1074,15.32,1,13951.0,21,19,0,0
494352,2255,11.12,1,13951.0,21,19,0,0
494353,2213,11.12,1,13951.0,21,19,0,0
494354,2242,13.27,1,13951.0,21,19,0,0
494355,2256,12.4,2,17952.0,21,19,0,0
494356,2251,12.4,2,17952.0,21,19,0,0
494357,2057,11.53,4,17952.0,21,19,0,0
494358,1004,14.61,3,17952.0,21,19,0,0
494359,2700,12.86,1,12748.0,21,19,0,0
494360,2193,13.27,2,12748.0,21,19,0,0
494361,599,12.25,1,12748.0,21,19,0,0
494362,1271,12.25,1,12748.0,21,19,0,0
494363,2066,14.16,12,13777.0,21,19,0,0
494364,2505,11.98,30,13777.0,21,19,0,0
494365,2462,11.33,24,13777.0,21,19,0,0
494366,1978,13.69,1,14955.0,21,19,0,0
494367,2655,12.82,4,14955.0,21,19,0,0
494368,2393,12.82,3,14955.0,21,19,0,0
494369,1964,12.82,4,14955.0,21,19,0,0
494370,2285,11.95,2,14955.0,21,19,0,0
494371,2578,12.82,1,14955.0,21,19,0,0
494372,1636,12.43,1,14955.0,21,19,0,0
494373,212,13.69,1,14955.0,21,19,0,0
494374,2613,18.93,18,14955.0,21,19,0,0
494375,857,17.19,5,14955.0,21,19,0,0
494376,524,18.93,2,14955.0,21,19,0,0
494377,2505,14.57,1,14955.0,21,19,0,0
494378,2504,13.69,1,14955.0,21,19,0,0
494379,1272,14.57,3,14955.0,21,19,0,0
494380,1273,15.44,3,14955.0,21,19,0,0
494381,2307,13.69,2,14955.0,21,19,0,0
494382,1622,11.95,1,14955.0,21,19,0,0
494383,2040,14.57,1,14955.0,21,19,0,0
494384,243,18.06,3,14955.0,21,19,0,0
494385,1209,19.8,2,14955.0,21,19,0,0
494386,515,12.82,14,14955.0,21,19,0,0
494387,514,12.82,2,14955.0,21,19,0,0
494388,529,15.44,1,14955.0,21,19,0,0
494389,1271,14.57,2,14955.0,21,19,0,0
494390,1846,13.69,2,14955.0,21,19,0,0
494391,491,14.57,1,14955.0,21,19,0,0
494392,496,14.57,2,14955.0,21,19,0,0
494393,2482,14.57,1,14955.0,21,19,0,0
494394,2626,13.69,1,14955.0,21,19,0,0
494395,2032,14.57,1,14955.0,21,19,0,0
494396,1208,18.06,2,14955.0,21,19,0,0
494397,2449,13.69,4,14955.0,21,19,0,0
494398,2643,18.93,2,14955.0,21,19,0,0
494399,2000,18.93,1,14955.0,21,19,0,0
494400,1293,18.93,12,14955.0,21,19,0,0
494401,829,16.31,4,14955.0,21,19,0,0
494402,511,19.8,3,14955.0,21,19,0,0
494403,508,19.8,1,14955.0,21,19,0,0
494404,2144,13.69,1,14955.0,21,19,0,0
494405,398,11.95,1,14955.0,21,19,0,0
494406,1270,7.72,1,14955.0,21,19,0,0
494407,1264,7.72,4,14955.0,21,19,0,0
494408,1268,7.72,1,14955.0,21,19,0,0
494409,1388,7.72,1,14955.0,21,19,0,0
494410,1382,7.29,1,14955.0,21,19,0,0
494411,207,15.32,3,12585.0,8,19,0,0
494412,162,11.98,16,12585.0,8,19,0,0
494413,1642,11.98,16,12585.0,8,19,0,0
494414,1029,18.09,12,12585.0,8,19,0,0
494415,1030,14.3,8,12585.0,8,19,0,0
494416,1513,11.12,24,12585.0,8,19,0,0
494417,1012,12.4,12,12585.0,8,19,0,0
494418,1127,12.4,12,12585.0,8,19,0,0
494419,1430,11.12,24,12585.0,8,19,0,0
494420,1411,11.53,24,12585.0,8,19,0,0
494421,1408,11.53,12,12585.0,8,19,0,0
494422,1409,11.53,12,12585.0,8,19,0,0
494423,17,11.53,12,12585.0,8,19,0,0
494424,616,11.78,12,12585.0,8,19,0,0
494425,1995,11.53,12,12585.0,8,19,0,0
494426,375,11.53,12,12585.0,8,19,0,0
494427,2616,11.53,12,12585.0,8,19,0,0
494428,2615,11.53,12,12585.0,8,19,0,0
494429,1749,11.53,12,12585.0,8,19,0,0
494430,1076,11.53,12,12585.0,8,19,0,0
494431,317,11.53,12,12585.0,8,19,0,0
494432,2381,17.17,2,12585.0,8,19,0,0
494433,681,16.35,2,12585.0,8,19,0,0
494434,2167,12.86,6,12585.0,8,19,0,0
494435,2166,12.86,6,12585.0,8,19,0,0
494436,2168,12.86,6,12585.0,8,19,0,0
494437,18,11.53,12,12585.0,8,19,0,0
494438,78,10.81,24,12585.0,8,19,0,0
494439,76,10.81,24,12585.0,8,19,0,0
494440,1635,10.81,24,12585.0,8,19,0,0
494441,1631,10.81,24,12585.0,8,19,0,0
494442,1636,10.81,24,12585.0,8,19,0,0
494443,2158,11.74,12,12585.0,8,19,0,0
494444,2154,11.74,12,12585.0,8,19,0,0
494445,2198,11.74,12,12585.0,8,19,0,0
494446,2197,11.74,12,12585.0,8,19,0,0
494447,2199,11.74,12,12585.0,8,19,0,0
494448,2153,11.74,12,12585.0,8,19,0,0
494449,2145,15.32,3,12585.0,8,19,0,0
494450,1242,11.74,12,12585.0,8,19,0,0
494451,2559,15.32,4,12585.0,8,19,0,0
494452,2557,17.37,3,12585.0,8,19,0,0
494453,813,11.53,12,12585.0,8,19,0,0
494454,72,11.94,12,12585.0,8,19,0,0
494455,2117,11.12,12,12585.0,8,19,0,0
494456,1040,12.86,12,12585.0,8,19,0,0
494457,1610,10.55,24,12585.0,8,19,0,0
494458,1614,10.55,24,12585.0,8,19,0,0
494459,1617,10.55,24,12585.0,8,19,0,0
494460,812,10.68,25,12585.0,8,19,0,0
494461,2444,10.68,25,12585.0,8,19,0,0
494462,248,10.68,25,12585.0,8,19,0,0
494463,2684,10.68,25,12585.0,8,19,0,0
494464,2675,10.68,25,12585.0,8,19,0,0
494465,1729,11.53,12,12585.0,8,19,0,0
494466,879,13.27,6,12585.0,8,19,0,0
494467,888,14.09,4,12585.0,8,19,0,0
494468,1396,10.68,24,12585.0,8,19,0,0
494469,1404,10.68,24,12585.0,8,19,0,0
494470,1848,11.94,12,12585.0,8,19,0,0
494471,716,11.95,5,13958.0,21,19,0,0
494472,368,11.12,10,13958.0,21,19,0,0
494473,1816,11.12,4,13958.0,21,19,0,0
494474,2275,11.12,35,13958.0,21,19,0,0
494475,1054,11.12,8,13958.0,21,19,0,0
494476,2242,16.31,1,13958.0,21,19,0,0
494477,1741,12.82,1,13958.0,21,19,0,0
494478,2063,13.69,3,13958.0,21,19,0,0
494479,2062,13.69,7,13958.0,21,19,0,0
494480,133,12.82,26,13958.0,21,19,0,0
494481,2429,11.56,1,13958.0,21,19,0,0
494482,704,11.56,1,13958.0,21,19,0,0
494483,2369,11.12,2,13958.0,21,19,0,0
494484,2370,11.12,10,13958.0,21,19,0,0
494485,1542,11.12,3,13958.0,21,19,0,0
494486,1541,11.12,3,13958.0,21,19,0,0
494487,2367,11.12,3,13958.0,21,19,0,0
494488,2366,11.12,2,13958.0,21,19,0,0
494489,2368,11.12,4,13958.0,21,19,0,0
494490,147,14.57,4,13958.0,21,19,0,0
494491,2041,11.95,3,13958.0,21,19,0,0
494492,2524,12.82,1,13958.0,21,19,0,0
494493,2526,12.82,1,13958.0,21,19,0,0
494494,2523,12.82,1,13958.0,21,19,0,0
494495,2213,11.95,3,13958.0,21,19,0,0
494496,2255,11.95,5,13958.0,21,19,0,0
494497,583,12.82,9,13958.0,21,19,0,0
494498,1303,14.57,2,13958.0,21,19,0,0
494499,1304,14.57,7,13958.0,21,19,0,0
494500,2430,12.82,3,13958.0,21,19,0,0
494501,2338,11.12,29,13958.0,21,19,0,0
494502,2324,11.12,10,13958.0,21,19,0,0
494503,1488,11.12,4,13958.0,21,19,0,0
494504,253,11.12,23,13958.0,21,19,0,0
494505,2622,12.82,4,13958.0,21,19,0,0
494506,2618,13.69,1,13958.0,21,19,0,0
494507,1823,13.69,1,13958.0,21,19,0,0
494508,290,12.82,1,13958.0,21,19,0,0
494509,398,11.12,1,13958.0,21,19,0,0
494510,934,12.82,15,13958.0,21,19,0,0
494511,2103,14.57,1,13958.0,21,19,0,0
494512,324,12.82,4,13958.0,21,19,0,0
494513,1084,12.82,1,13958.0,21,19,0,0
494514,2363,13.69,2,13958.0,21,19,0,0
494515,1470,13.69,3,13958.0,21,19,0,0
494516,1734,14.57,1,13958.0,21,19,0,0
494517,1820,11.95,1,13958.0,21,19,0,0
494518,372,11.95,6,13958.0,21,19,0,0
494519,1513,12.14,6,13958.0,21,19,0,0
494520,143,12.82,6,13958.0,21,19,0,0
494521,2279,13.69,2,13958.0,21,19,0,0
494522,2173,11.95,6,13958.0,21,19,0,0
494523,2159,11.95,7,13958.0,21,19,0,0
494524,614,11.95,7,13958.0,21,19,0,0
494525,2129,18.93,9,13958.0,21,19,0,0
494526,2127,18.93,4,13958.0,21,19,0,0
494527,2128,18.93,3,13958.0,21,19,0,0
494528,2126,18.93,1,13958.0,21,19,0,0
494529,2130,18.93,3,13958.0,21,19,0,0
494530,399,13.69,2,13958.0,21,19,0,0
494531,2699,11.95,2,13958.0,21,19,0,0
494532,32,13.69,5,13958.0,21,19,0,0
494533,2431,12.82,5,13958.0,21,19,0,0
494534,26,13.69,3,13958.0,21,19,0,0
494535,1256,12.82,3,13958.0,21,19,0,0
494536,1851,14.57,1,13958.0,21,19,0,0
494537,1780,11.95,5,13958.0,21,19,0,0
494538,1780,14.57,1,13958.0,21,19,0,0
494539,1518,11.95,1,13958.0,21,19,0,0
494540,1515,12.82,2,13958.0,21,19,0,0
494541,2227,11.12,12,13958.0,21,19,0,0
494542,2230,11.12,6,13958.0,21,19,0,0
494543,2229,11.12,3,13958.0,21,19,0,0
494544,2228,11.12,5,13958.0,21,19,0,0
494545,134,18.93,1,13958.0,21,19,0,0
494546,2319,13.69,2,13958.0,21,19,0,0
494547,1644,11.95,2,13958.0,21,19,0,0
494548,524,18.06,1,13958.0,21,19,0,0
494549,2069,11.95,18,13958.0,21,19,0,0
494550,806,11.12,1,13958.0,21,19,0,0
494551,2539,11.12,2,13958.0,21,19,0,0
494552,643,11.12,1,13958.0,21,19,0,0
494553,213,10.69,8,13958.0,21,19,0,0
494554,1011,11.12,1,13958.0,21,19,0,0
494555,391,10.69,7,13958.0,21,19,0,0
494556,2318,11.95,1,13958.0,21,19,0,0
494557,498,12.82,3,13958.0,21,19,0,0
494558,2179,12.82,12,13958.0,21,19,0,0
494559,51,12.82,1,13958.0,21,19,0,0
494560,61,12.82,4,13958.0,21,19,0,0
494561,60,12.82,4,13958.0,21,19,0,0
494562,2176,12.82,1,13958.0,21,19,0,0
494563,1195,18.93,2,13958.0,21,19,0,0
494564,2546,18.93,1,13958.0,21,19,0,0
494565,554,13.69,5,13958.0,21,19,0,0
494566,2057,13.69,3,13958.0,21,19,0,0
494567,553,13.69,1,13958.0,21,19,0,0
494568,2056,13.69,3,13958.0,21,19,0,0
494569,2090,11.95,3,13958.0,21,19,0,0
494570,2087,11.95,1,13958.0,21,19,0,0
494571,2508,11.12,15,13958.0,21,19,0,0
494572,962,13.69,9,13958.0,21,19,0,0
494573,308,11.12,7,13958.0,21,19,0,0
494574,1929,11.12,2,13958.0,21,19,0,0
494575,512,11.12,8,13958.0,21,19,0,0
494576,509,11.12,5,13958.0,21,19,0,0
494577,449,13.69,5,13958.0,21,19,0,0
494578,452,11.95,5,13958.0,21,19,0,0
494579,451,11.12,10,13958.0,21,19,0,0
494580,2297,16.31,2,13958.0,21,19,0,0
494581,1178,12.82,1,13958.0,21,19,0,0
494582,2412,18.93,3,13958.0,21,19,0,0
494583,178,10.69,8,13958.0,21,19,0,0
494584,1995,12.82,2,13958.0,21,19,0,0
494585,419,11.08,6,13958.0,21,19,0,0
494586,920,11.08,3,13958.0,21,19,0,0
494587,1181,11.08,4,13958.0,21,19,0,0
494588,929,13.69,7,13958.0,21,19,0,0
494589,925,13.69,2,13958.0,21,19,0,0
494590,927,13.69,2,13958.0,21,19,0,0
494591,926,13.69,1,13958.0,21,19,0,0
494592,600,14.57,2,13958.0,21,19,0,0
494593,1997,13.69,1,13958.0,21,19,0,0
494594,713,11.56,12,13958.0,21,19,0,0
494595,710,11.56,15,13958.0,21,19,0,0
494596,711,11.56,12,13958.0,21,19,0,0
494597,1859,11.12,1,13958.0,21,19,0,0
494598,2556,11.95,1,13958.0,21,19,0,0
494599,584,10.69,25,13958.0,21,19,0,0
494600,585,10.69,21,13958.0,21,19,0,0
494601,587,10.69,19,13958.0,21,19,0,0
494602,1048,18.06,1,13958.0,21,19,0,0
494603,170,11.12,1,13958.0,21,19,0,0
494604,1744,11.95,31,13958.0,21,19,0,0
494605,1075,11.95,2,13958.0,21,19,0,0
494606,2272,11.95,6,13958.0,21,19,0,0
494607,2504,12.82,1,13958.0,21,19,0,0
494608,1213,13.69,2,13958.0,21,19,0,0
494609,1216,11.95,1,13958.0,21,19,0,0
494610,1881,11.95,2,13958.0,21,19,0,0
494611,1202,13.69,2,13958.0,21,19,0,0
494612,1627,11.95,1,13958.0,21,19,0,0
494613,1180,10.69,16,13958.0,21,19,0,0
494614,1983,10.69,2,13958.0,21,19,0,0
494615,684,10.69,18,13958.0,21,19,0,0
494616,2317,10.69,11,13958.0,21,19,0,0
494617,2389,10.69,41,13958.0,21,19,0,0
494618,232,12.82,2,13958.0,21,19,0,0
494619,438,10.69,12,13958.0,21,19,0,0
494620,2481,12.82,2,13958.0,21,19,0,0
494621,2480,12.82,3,13958.0,21,19,0,0
494622,558,14.57,2,13958.0,21,19,0,0
494623,2553,13.69,4,13958.0,21,19,0,0
494624,2112,11.12,4,13958.0,21,19,0,0
494625,1272,14.57,1,13958.0,21,19,0,0
494626,2307,11.95,19,13958.0,21,19,0,0
494627,2408,11.95,22,13958.0,21,19,0,0
494628,2182,11.56,3,13958.0,21,19,0,0
494629,2178,11.56,5,13958.0,21,19,0,0
494630,2188,11.56,8,13958.0,21,19,0,0
494631,2156,13.3,1,13958.0,21,19,0,0
494632,1609,11.12,4,13958.0,21,19,0,0
494633,1491,12.82,8,13958.0,21,19,0,0
494634,2544,12.82,6,13958.0,21,19,0,0
494635,909,12.82,4,13958.0,21,19,0,0
494636,1915,11.12,4,13958.0,21,19,0,0
494637,2443,11.12,4,13958.0,21,19,0,0
494638,392,10.69,11,13958.0,21,19,0,0
494639,393,10.69,5,13958.0,21,19,0,0
494640,2530,11.12,1,13958.0,21,19,0,0
494641,74,11.12,22,13958.0,21,19,0,0
494642,2034,13.69,1,13958.0,21,19,0,0
494643,1657,16.31,4,13958.0,21,19,0,0
494644,1656,16.31,1,13958.0,21,19,0,0
494645,1474,11.95,1,13958.0,21,19,0,0
494646,243,13.69,19,13958.0,21,19,0,0
494647,2106,15.44,11,13958.0,21,19,0,0
494648,1434,11.95,1,13958.0,21,19,0,0
494649,1718,15.44,1,13958.0,21,19,0,0
494650,2135,12.82,2,13958.0,21,19,0,0
494651,1465,10.69,7,13958.0,21,19,0,0
494652,1464,10.69,5,13958.0,21,19,0,0
494653,235,11.12,2,13958.0,21,19,0,0
494654,228,11.12,8,13958.0,21,19,0,0
494655,225,11.12,1,13958.0,21,19,0,0
494656,231,11.12,10,13958.0,21,19,0,0
494657,503,18.93,3,13958.0,21,19,0,0
494658,1127,14.57,1,13958.0,21,19,0,0
494659,2586,18.93,1,13958.0,21,19,0,0
494660,1228,11.12,1,13958.0,21,19,0,0
494661,280,11.12,5,13958.0,21,19,0,0
494662,792,11.12,2,13958.0,21,19,0,0
494663,1787,11.12,7,13958.0,21,19,0,0
494664,2244,12.82,2,13958.0,21,19,0,0
494665,2246,12.82,4,13958.0,21,19,0,0
494666,2250,12.82,2,13958.0,21,19,0,0
494667,2247,12.82,1,13958.0,21,19,0,0
494668,2088,14.57,3,13958.0,21,19,0,0
494669,1071,12.82,2,13958.0,21,19,0,0
494670,1948,12.82,6,13958.0,21,19,0,0
494671,1778,12.82,3,13958.0,21,19,0,0
494672,2122,13.69,7,13958.0,21,19,0,0
494673,1159,10.69,11,13958.0,21,19,0,0
494674,1157,10.69,11,13958.0,21,19,0,0
494675,1158,10.69,2,13958.0,21,19,0,0
494676,596,11.95,1,13958.0,21,19,0,0
494677,1581,11.95,1,13958.0,21,19,0,0
494678,1440,13.28,1,13958.0,21,19,0,0
494679,1444,14.16,1,13958.0,21,19,0,0
494680,1105,14.6,1,13958.0,21,19,0,0
494681,1906,14.6,3,13958.0,21,19,0,0
494682,2287,14.6,1,13958.0,21,19,0,0
494683,2268,15.9,1,13958.0,21,19,0,0
494684,798,14.16,1,13958.0,21,19,0,0
494685,563,14.57,1,13958.0,21,19,0,0
494686,1535,18.95,1,13958.0,21,19,0,0
494687,1533,18.95,1,13958.0,21,19,0,0
494688,721,11.98,1,13958.0,21,19,0,0
494689,723,11.98,1,13958.0,21,19,0,0
494690,2081,11.54,1,13958.0,21,19,0,0
494691,2079,14.6,1,13958.0,21,19,0,0
494692,2597,12.85,1,13958.0,21,19,0,0
494693,1898,12.85,1,13958.0,21,19,0,0
494694,2410,12.82,1,13958.0,21,19,0,0
494695,2409,12.82,3,13958.0,21,19,0,0
494696,981,12.82,1,13958.0,21,19,0,0
494697,2498,11.95,10,13958.0,21,19,0,0
494698,1901,11.95,10,13958.0,21,19,0,0
494699,1943,11.95,8,13958.0,21,19,0,0
494700,2495,13.28,1,13958.0,21,19,0,0
494701,1578,13.28,1,13958.0,21,19,0,0
494702,2301,15.9,1,13958.0,21,19,0,0
494703,2382,15.47,1,13958.0,21,19,0,0
494704,127,15.47,1,13958.0,21,19,0,0
494705,128,15.47,1,13958.0,21,19,0,0
494706,1819,12.85,1,13958.0,21,19,0,0
494707,117,13.28,1,13958.0,21,19,0,0
494708,2552,14.6,1,13958.0,21,19,0,0
494709,1905,14.6,1,13958.0,21,19,0,0
494710,292,14.6,1,13958.0,21,19,0,0
494711,376,14.6,3,13958.0,21,19,0,0
494712,1826,14.6,1,13958.0,21,19,0,0
494713,1104,14.6,1,13958.0,21,19,0,0
494714,1308,11.98,1,13958.0,21,19,0,0
494715,665,15.47,2,13958.0,21,19,0,0
494716,1648,12.85,2,13958.0,21,19,0,0
494717,1080,12.41,1,13958.0,21,19,0,0
494718,22,16.31,1,13958.0,21,19,0,0
494719,1166,11.08,14,13958.0,21,19,0,0
494720,1170,13.69,3,13958.0,21,19,0,0
494721,1594,18.93,1,13958.0,21,19,0,0
494722,1704,13.69,1,13958.0,21,19,0,0
494723,435,16.31,1,13958.0,21,19,0,0
494724,434,18.93,2,13958.0,21,19,0,0
494725,1310,13.69,1,13958.0,21,19,0,0
494726,1868,11.95,6,13958.0,21,19,0,0
494727,1314,13.69,2,13958.0,21,19,0,0
494728,984,18.93,1,13958.0,21,19,0,0
494729,983,13.69,9,13958.0,21,19,0,0
494730,1447,13.69,6,13958.0,21,19,0,0
494731,2636,11.95,2,13958.0,21,19,0,0
494732,2635,11.95,3,13958.0,21,19,0,0
494733,2633,11.95,3,13958.0,21,19,0,0
494734,2634,11.95,6,13958.0,21,19,0,0
494735,447,11.95,4,13958.0,21,19,0,0
494736,2435,11.08,2,13958.0,21,19,0,0
494737,428,14.57,15,13958.0,21,19,0,0
494738,427,14.57,3,13958.0,21,19,0,0
494739,1145,11.56,2,13958.0,21,19,0,0
494740,1007,12.82,3,13958.0,21,19,0,0
494741,23,14.57,1,13958.0,21,19,0,0
494742,1405,14.57,2,13958.0,21,19,0,0
494743,416,11.08,11,13958.0,21,19,0,0
494744,706,11.08,9,13958.0,21,19,0,0
494745,707,11.08,17,13958.0,21,19,0,0
494746,705,11.08,12,13958.0,21,19,0,0
494747,868,11.12,1,13958.0,21,19,0,0
494748,867,11.12,6,13958.0,21,19,0,0
494749,866,11.12,4,13958.0,21,19,0,0
494750,861,11.95,2,13958.0,21,19,0,0
494751,1751,12.41,1,13958.0,21,19,0,0
494752,1339,11.12,3,13958.0,21,19,0,0
494753,1342,11.12,2,13958.0,21,19,0,0
494754,1347,11.12,1,13958.0,21,19,0,0
494755,1352,11.12,1,13958.0,21,19,0,0
494756,862,11.95,2,13958.0,21,19,0,0
494757,863,11.08,4,13958.0,21,19,0,0
494758,869,11.08,2,13958.0,21,19,0,0
494759,1852,11.12,9,13958.0,21,19,0,0
494760,1853,11.12,7,13958.0,21,19,0,0
494761,1172,12.82,2,13958.0,21,19,0,0
494762,620,15.44,1,13958.0,21,19,0,0
494763,2441,15.44,1,13958.0,21,19,0,0
494764,904,12.82,6,13958.0,21,19,0,0
494765,241,11.08,18,13958.0,21,19,0,0
494766,358,14.57,2,13958.0,21,19,0,0
494767,1489,13.69,8,13958.0,21,19,0,0
494768,1199,11.95,5,13958.0,21,19,0,0
494769,1686,10.69,17,13958.0,21,19,0,0
494770,1685,10.69,18,13958.0,21,19,0,0
494771,1683,10.69,14,13958.0,21,19,0,0
494772,1684,10.69,27,13958.0,21,19,0,0
494773,1287,16.31,1,13958.0,21,19,0,0
494774,97,14.57,4,13958.0,21,19,0,0
494775,98,14.57,2,13958.0,21,19,0,0
494776,95,14.57,6,13958.0,21,19,0,0
494777,94,14.57,2,13958.0,21,19,0,0
494778,96,14.57,2,13958.0,21,19,0,0
494779,396,11.95,8,13958.0,21,19,0,0
494780,2570,11.95,17,13958.0,21,19,0,0
494781,1925,14.57,2,13958.0,21,19,0,0
494782,1410,11.12,3,13958.0,21,19,0,0
494783,1413,11.12,7,13958.0,21,19,0,0
494784,1365,11.12,2,13958.0,21,19,0,0
494785,2470,11.56,1,13958.0,21,19,0,0
494786,209,11.95,14,13958.0,21,19,0,0
494787,1119,12.82,3,13958.0,21,19,0,0
494788,1716,12.82,9,13958.0,21,19,0,0
494789,1715,12.82,3,13958.0,21,19,0,0
494790,2265,17.19,1,13958.0,21,19,0,0
494791,1419,11.95,10,13958.0,21,19,0,0
494792,1418,11.95,3,13958.0,21,19,0,0
494793,1418,16.31,1,13958.0,21,19,0,0
494794,1528,16.31,3,13958.0,21,19,0,0
494795,480,15.44,1,13958.0,21,19,0,0
494796,1174,13.69,3,13958.0,21,19,0,0
494797,1173,16.31,1,13958.0,21,19,0,0
494798,2499,14.57,5,13958.0,21,19,0,0
494799,2501,14.57,7,13958.0,21,19,0,0
494800,294,11.12,3,13958.0,21,19,0,0
494801,2014,18.06,1,13958.0,21,19,0,0
494802,535,12.82,1,13958.0,21,19,0,0
494803,536,12.82,1,13958.0,21,19,0,0
494804,1459,11.12,1,13958.0,21,19,0,0
494805,1458,11.12,1,13958.0,21,19,0,0
494806,1847,13.69,2,13958.0,21,19,0,0
494807,1850,13.69,2,13958.0,21,19,0,0
494808,1845,13.69,2,13958.0,21,19,0,0
494809,17,12.82,2,13958.0,21,19,0,0
494810,2051,11.95,2,13958.0,21,19,0,0
494811,2050,11.95,1,13958.0,21,19,0,0
494812,1179,11.95,5,13958.0,21,19,0,0
494813,1431,14.57,1,13958.0,21,19,0,0
494814,1624,12.82,1,13958.0,21,19,0,0
494815,473,18.06,1,13958.0,21,19,0,0
494816,581,11.95,5,13958.0,21,19,0,0
494817,1610,11.12,1,13958.0,21,19,0,0
494818,2186,18.06,1,13958.0,21,19,0,0
