Unnamed: 0,TransactionNo,ProductNo,ProductName,Quantity,CustomerNo,Country,Date_day,Date_month,Date_year
517437,537769,22867,1131,1,15021.0,21,6,0,0
496938,539744,48116,758,1,15744.0,21,17,0,0
534473,536532,22614,1615,48,12433.0,15,0,0,0
518449,537823,21680,2659,1,15823.0,21,6,0,0
510562,538449,82599,854,2,17085.0,21,9,0,0
510994,538511,90002D,912,1,13959.0,21,9,0,0
507508,538883,22924,975,1,14883.0,21,11,0,0
505759,538744,20983,10,1,15356.0,21,11,0,0
496479,539742,22297,1172,1,16742.0,21,17,0,0
501813,539453,84917,2601,1,14453.0,21,14,0,0
496006,539731,22417,1634,120,14646.0,14,17,0,0
494540,539958,21205,1515,2,13958.0,21,19,0,0
529375,536865,72349B,2253,1,13865.0,21,2,0,0
527178,537135,85227,2177,2,17059.0,21,3,0,0
494359,539953,85018D,2700,1,12748.0,21,19,0,0
508461,538566,20961,2391,1,15566.0,21,10,0,0
507134,538880,22569,875,1,15880.0,21,11,0,0
500476,539436,22800,145,1,16436.0,21,14,0,0
518204,537822,21533,2023,3,13523.0,21,6,0,0
525298,537422,22488,1529,1,17812.0,21,4,0,0
524158,537354,22909,2140,4,12748.0,21,4,0,0
511655,538177,22535,1397,1,17177.0,21,8,0,0
510250,538379,22398,1411,1,17126.0,21,9,0,0
512183,538200,22502,1708,2,17912.0,21,8,0,0
520904,537638,35599B,260,1,15638.0,21,5,0,0
523349,537240,21875,1286,1,16240.0,21,4,0,0
500753,539437,22027,2443,2,13437.0,21,14,0,0
526435,537045,85152,1127,3,15038.0,21,3,0,0
504626,538994,48187,760,4,17525.0,21,12,0,0
510534,538421,21928,1266,2,17917.0,21,9,0,0
520829,537638,22694,2626,3,15638.0,21,5,0,0
517069,537688,21174,1880,12,17406.0,21,6,0,0
526797,537065,22551,1847,12,12567.0,7,3,0,0
536011,536592,85049E,2102,5,16592.0,21,0,0,0
519519,C537860,20676,1961,-8,16252.0,21,6,0,0
500890,539437,22744,1415,1,13437.0,21,14,0,0
522306,537638,22795,2423,1,15638.0,21,5,0,0
528923,537044,22947,2639,2,18055.0,21,3,0,0
507415,538894,22141,564,2,16161.0,21,11,0,0
520353,537624,21709,926,1,12748.0,21,5,0,0
508977,538630,21155,1972,6,14565.0,21,10,0,0
531093,536864,21216,2118,1,16864.0,21,2,0,0
517552,537772,21981,1619,12,18043.0,21,6,0,0
505940,538799,21244,361,2,15039.0,21,11,0,0
527058,537130,21181,1851,1,17796.0,21,3,0,0
516137,538148,84970L,2303,2,13148.0,21,7,0,0
514391,537955,20713,1262,3,16782.0,21,7,0,0
533634,536404,85049E,2102,12,16218.0,21,0,0,0
512573,538255,22348,2439,12,14911.0,5,8,0,0
506024,538808,21508,2539,24,14057.0,21,11,0,0
516637,538171,22747,1869,2,17530.0,21,7,0,0
535896,536592,22910,1662,10,16592.0,21,0,0,0
504470,538951,85123A,654,4,16782.0,21,12,0,0
528378,537208,51020A,2411,1,15889.0,21,3,0,0
528522,537212,21239,1809,8,12720.0,8,3,0,0
523446,537240,22294,1169,2,16240.0,21,4,0,0
499306,539465,21843,1963,12,16684.0,21,15,0,0
498612,539654,22174,1704,12,17340.0,21,16,0,0
534850,536544,22866,1134,4,17544.0,21,0,0,0
528758,537224,84881,384,2,13174.0,21,3,0,0
496491,539742,84946,143,2,16742.0,21,17,0,0
497357,539492,72800E,50,1,16492.0,21,16,0,0
531314,536615,22898,528,8,14047.0,21,1,0,0
496829,539760,22837,1207,4,17400.0,21,17,0,0
515282,538071,22197,1868,13,12071.0,21,7,0,0
516728,537888,22423,2001,1,15358.0,21,7,0,0
498204,539631,22202,1448,1,14631.0,21,16,0,0
521147,537640,22867,1131,11,12640.0,7,5,0,0
495679,539708,21865,1830,2,16708.0,21,17,0,0
520707,537638,22183,435,1,15638.0,21,5,0,0
517632,537773,20726,1388,1,16016.0,21,6,0,0
525098,537405,82484,2632,3,17841.0,21,4,0,0
502791,539185,21448,2,2,16470.0,21,13,0,0
500201,539434,82482,2647,1,17434.0,21,14,0,0
517515,537772,21034,2030,1,18043.0,21,6,0,0
533736,536409,22109,987,1,17908.0,21,0,0,0
529901,536876,21231,2421,5,12876.0,2,2,0,0
535861,536592,22749,886,2,16592.0,21,0,0,0
516585,538171,22557,1849,1,17530.0,21,7,0,0
505854,538783,22620,59,12,14961.0,21,11,0,0
518281,537823,84659A,2622,1,15823.0,21,6,0,0
522602,537237,21231,2421,6,12237.0,21,4,0,0
505818,538744,21870,1213,6,15356.0,21,11,0,0
494868,539958,35964,935,1,13958.0,21,19,0,0
519107,537855,21688,2292,6,15996.0,21,6,0,0
526696,537057,21446,14,2,15351.0,21,3,0,0
513843,538177,22194,267,1,17177.0,21,8,0,0
519132,537859,21124,2206,2,14030.0,21,6,0,0
516165,538149,21832,556,1,17149.0,21,7,0,0
517659,537775,22986,2679,25,17722.0,21,6,0,0
514614,538013,85150,1297,3,17062.0,21,7,0,0
535577,536592,20696,911,1,16592.0,21,0,0,0
534952,536544,90022,798,1,17544.0,21,0,0,0
523211,537240,22737,2031,2,16240.0,21,4,0,0
497877,539595,21279,2540,1,15595.0,21,16,0,0
511976,538186,21326,93,12,13000.0,21,8,0,0
526327,537041,22728,104,3,16033.0,21,3,0,0
521619,537648,22174,1704,12,12839.0,21,5,0,0
518199,537822,22354,2024,15,13523.0,21,6,0,0
494586,539958,21676,920,3,13958.0,21,19,0,0
502905,539213,16011,124,24,12877.0,21,13,0,0
514553,538011,21900,1281,22,14896.0,21,7,0,0
529456,536874,22960,1243,1,16891.0,21,2,0,0
531029,536984,84352,2271,1,17841.0,21,2,0,0
527235,537135,21175,1012,1,17059.0,21,3,0,0
519955,537594,22200,984,4,12647.0,8,5,0,0
525606,537434,22295,1168,1,17434.0,21,4,0,0
499373,539325,47504K,828,24,13004.0,21,14,0,0
513980,538177,35241,815,1,17177.0,21,8,0,0
535716,536592,22081,2033,2,16592.0,21,0,0,0
513186,538349,22286,709,1,16349.0,21,8,0,0
496107,539736,21154,1970,4,15736.0,21,17,0,0
533136,536808,22846,408,1,17659.0,21,1,0,0
519404,537681,21843,1963,12,13329.0,21,6,0,0
499447,539334,21576,1334,1,12748.0,21,14,0,0
523531,537240,84923,1734,4,16240.0,21,4,0,0
494492,539958,21068,2524,1,13958.0,21,19,0,0
503681,539295,20679,801,4,13767.0,21,13,0,0
508845,538625,22411,1271,12,14544.0,21,10,0,0
526012,537441,82582,149,24,13564.0,21,4,0,0
498516,539650,22142,565,10,14650.0,21,16,0,0
497315,539492,21314,2329,1,16492.0,21,16,0,0
505147,539043,22419,1365,24,12928.0,21,12,0,0
527515,537142,22469,1174,1,12748.0,21,3,0,0
523792,537254,37370,2006,2,15898.0,21,4,0,0
500760,539437,22078,2035,2,13437.0,21,14,0,0
522473,537227,21977,1633,48,17677.0,21,4,0,0
508522,538566,22588,464,2,15566.0,21,10,0,0
535039,536544,20975,7,1,17544.0,21,0,0,0
521650,537653,84658,2617,2,17897.0,21,5,0,0
532611,536796,22553,1846,1,15574.0,21,1,0,0
526917,537126,20969,1939,1,18118.0,21,3,0,0
494695,539958,90115,2409,3,13958.0,21,19,0,0
498742,C539576,84032B,504,-24,14911.0,5,16,0,0
513160,538349,22161,1166,11,16349.0,21,8,0,0
505462,539013,22503,424,3,12013.0,21,12,0,0
528092,537196,21137,287,24,15426.0,21,3,0,0
515473,538071,22917,1191,1,12071.0,21,7,0,0
495478,539856,22550,1196,1,16856.0,21,18,0,0
501333,539451,90214S,1352,1,13451.0,21,14,0,0
534610,536540,22493,1638,24,14911.0,5,0,0,0
513970,538351,22139,2028,1,14351.0,21,8,0,0
505070,539039,21822,1043,6,13124.0,5,12,0,0
515838,538093,22383,1387,10,12682.0,7,7,0,0
520187,537612,22470,1173,6,13769.0,21,5,0,0
499513,539351,21934,2307,10,12551.0,21,14,0,0
517827,537781,21429,1941,1,17341.0,21,6,0,0
512754,538311,21929,1264,10,12785.0,16,8,0,0
516367,538155,82599,854,2,16907.0,21,7,0,0
531666,536638,21538,686,4,16244.0,21,1,0,0
510991,538511,21041,1971,5,13959.0,21,9,0,0
533983,536446,84347,2070,12,15983.0,21,0,0,0
496501,539743,22200,984,1,13743.0,21,17,0,0
522302,537645,48111,747,1,14645.0,21,5,0,0
499485,539338,84077,2663,576,17404.0,18,14,0,0
532537,536795,22866,1134,24,15640.0,21,1,0,0
506518,538849,21407,413,1,14415.0,21,11,0,0
534679,536544,22043,559,1,17544.0,21,0,0,0
535037,536544,20972,1741,2,17544.0,21,0,0,0
532829,536813,17003,410,36,15646.0,21,1,0,0
529986,536876,21981,1619,3,12876.0,2,2,0,0
514661,538035,84341B,2341,1,16065.0,21,7,0,0
512590,538255,85008,2148,3,14911.0,5,8,0,0
536192,536560,22846,408,4,13093.0,21,0,0,0
516422,538157,22766,1706,4,17576.0,21,7,0,0
517093,537689,22467,1120,6,15750.0,21,6,0,0
498533,539653,22457,1528,8,13564.0,21,16,0,0
515194,538071,21877,1202,1,12071.0,21,7,0,0
514834,538051,22897,1595,2,18041.0,21,7,0,0
497871,539595,21174,1880,3,15595.0,21,16,0,0
496617,539750,22378,2570,3,13750.0,21,17,0,0
498857,539464,20767,345,2,17913.0,21,15,0,0
528781,537224,22943,574,2,13174.0,21,3,0,0
508794,538597,22718,458,12,15555.0,21,10,0,0
511508,538177,21718,1952,1,17177.0,21,8,0,0
499174,539477,84457,2221,12,18245.0,21,15,0,0
522002,537666,90019A,2286,2,13666.0,21,5,0,0
530028,536920,90096,1530,6,12920.0,21,2,0,0
521262,537642,21192,2588,2,17642.0,21,5,0,0
521590,537646,21868,1884,2,17591.0,21,5,0,0
531285,536612,82486,20,2,17850.0,21,1,0,0
526821,537077,22952,77,24,17062.0,21,3,0,0
524618,537381,22867,1131,24,14667.0,21,4,0,0
504668,538998,22659,1389,96,15061.0,21,12,0,0
523195,537240,22673,964,1,16240.0,21,4,0,0
504976,539030,22297,1172,24,13089.0,21,12,0,0
512448,538210,21212,1635,24,14256.0,21,8,0,0
509402,538652,21974,2156,2,17890.0,21,10,0,0
522527,537236,22073,1981,16,16858.0,21,4,0,0
523756,537254,21485,2021,1,15898.0,21,4,0,0
525316,537423,22595,1016,24,14215.0,21,4,0,0
524400,537371,22091,813,4,15028.0,21,4,0,0
517129,537691,22147,873,12,13842.0,21,6,0,0
518535,537823,22108,1719,2,15823.0,21,6,0,0
511592,538177,22219,1379,1,17177.0,21,8,0,0
514114,537880,21588,2020,12,12963.0,21,7,0,0
533421,536385,22961,1242,12,17420.0,21,0,0,0
511300,538512,22424,817,2,16665.0,21,9,0,0
500218,539434,84375,2139,1,17434.0,21,14,0,0
535161,536557,21495,2308,25,17841.0,21,0,0,0
533525,536396,37370,2006,6,17850.0,21,0,0,0
528884,537225,21976,1632,48,12748.0,21,3,0,0
506012,538808,22531,1398,48,14057.0,21,11,0,0
502778,539185,21399,354,3,16470.0,21,13,0,0
533845,536412,22900,2116,2,17920.0,21,0,0,0
526842,537077,22696,2627,6,17062.0,21,3,0,0
526511,537049,21485,2021,3,16241.0,21,3,0,0
526626,537054,22812,1601,4,16931.0,21,3,0,0
535583,536592,20733,1056,6,16592.0,21,0,0,0
512737,538308,21787,1913,24,14107.0,21,8,0,0
532456,536784,84347,2070,240,15061.0,21,1,0,0
506498,538846,18098C,1874,2,14606.0,21,11,0,0
497827,539595,84923,1734,2,15595.0,21,16,0,0
500483,539436,22831,2591,1,16436.0,21,14,0,0
517208,537698,21464,735,16,13199.0,21,6,0,0
506789,538862,22195,1310,1,16710.0,21,11,0,0
506875,538866,62094B,2493,1,17841.0,21,11,0,0
532571,536796,21032,2368,2,15574.0,21,1,0,0
502302,539451,21064,389,1,13451.0,21,14,0,0
502431,539078,22855,893,48,13408.0,21,13,0,0
507092,538877,20711,1269,1,14877.0,21,11,0,0
512724,538307,22910,1662,2,14667.0,21,8,0,0
497601,539579,21485,2021,3,16713.0,21,16,0,0
529361,536865,22659,1389,2,13865.0,21,2,0,0
524803,537391,21356,2464,3,16550.0,21,4,0,0
514797,538040,85099F,1268,2,16520.0,21,7,0,0
500148,539434,22758,1315,1,17434.0,21,14,0,0
532336,536769,22084,1658,6,17581.0,21,1,0,0
505423,539075,21212,1635,1,17189.0,21,12,0,0
520697,537638,22147,873,2,15638.0,21,5,0,0
513904,538216,21781,1393,8,14543.0,21,8,0,0
514080,538071,21258,2515,3,12071.0,21,7,0,0
525205,537419,22112,557,24,13495.0,21,4,0,0
500913,539437,22900,2116,1,13437.0,21,14,0,0
504968,539030,21733,1944,24,13089.0,21,12,0,0
529158,536862,21658,1026,2,15862.0,21,2,0,0
533885,536415,22367,529,3,12838.0,21,0,0,0
506852,538866,21137,287,7,17841.0,21,11,0,0
515812,538093,22077,73,12,12682.0,7,7,0,0
517715,537781,22488,1529,1,17341.0,21,6,0,0
524232,537362,21830,170,24,17596.0,21,4,0,0
529363,536865,22669,1927,1,13865.0,21,2,0,0
531031,536862,21257,2516,2,15862.0,21,2,0,0
509191,538637,22491,1608,2,17611.0,21,10,0,0
503219,539246,22316,18,1,14606.0,21,13,0,0
499401,539327,35651,2522,12,12600.0,8,14,0,0
533448,536388,22242,62,12,16250.0,21,0,0,0
505047,539039,22899,525,6,13124.0,5,12,0,0
520103,537606,72741,1068,9,15002.0,21,5,0,0
523752,537254,22812,1601,4,15898.0,21,4,0,0
534516,536534,22866,1134,12,15350.0,21,0,0,0
503793,539307,22834,1130,120,13694.0,21,13,0,0
530224,536957,22940,874,18,17809.0,21,2,0,0
498981,539470,21609,2114,4,14472.0,21,15,0,0
534366,536528,22910,1662,3,15525.0,21,0,0,0
514390,537955,22380,2475,1,16782.0,21,7,0,0
498905,539466,21035,2212,6,12668.0,8,15,0,0
518900,537842,35833P,55,1,13140.0,21,6,0,0
500990,539437,84375,2139,1,13437.0,21,14,0,0
535933,536592,47563A,2007,1,16592.0,21,0,0,0
532557,536796,22902,2471,1,15574.0,21,1,0,0
506025,538808,22616,1610,60,14057.0,21,11,0,0
512934,538347,22746,1872,2,17220.0,21,8,0,0
531823,536681,22295,1168,6,17287.0,21,1,0,0
500507,539436,35598B,261,2,16436.0,21,14,0,0
506541,538849,84881,384,2,14415.0,21,11,0,0
521371,537643,21832,556,2,16643.0,21,5,0,0
511359,538174,21212,1635,24,12471.0,8,8,0,0
511835,538177,85184C,2122,1,17177.0,21,8,0,0
526007,537441,22806,2194,6,13564.0,21,4,0,0
524251,537365,21166,632,12,15078.0,21,4,0,0
510398,538403,22082,2040,10,17211.0,21,9,0,0
534227,536520,21427,2316,2,14729.0,21,0,0,0
517130,537691,46000R,1862,3,13842.0,21,6,0,0
507143,538880,22757,1316,1,15880.0,21,11,0,0
528727,537224,82552,2572,1,13174.0,21,3,0,0
528245,537202,20685,762,1,14506.0,21,3,0,0
500959,539437,70006,1373,2,13437.0,21,14,0,0
495181,539958,22926,1222,1,13958.0,21,19,0,0
527091,537131,22835,1208,2,15716.0,21,3,0,0
530590,536984,21917,2113,1,17841.0,21,2,0,0
521528,537645,21033,1260,1,14645.0,21,5,0,0
498296,539631,84598,403,13,14631.0,21,16,0,0
500881,539437,22726,101,1,13437.0,21,14,0,0
525278,537421,22111,2106,1,17218.0,21,4,0,0
524607,537378,22082,2040,20,14911.0,5,4,0,0
513078,538349,21801,584,32,16349.0,21,8,0,0
499500,539338,22348,2439,288,17404.0,18,14,0,0
523986,537313,22699,2068,6,15304.0,21,4,0,0
513423,538349,84520B,1599,2,16349.0,21,8,0,0
527544,537144,21181,1851,1,15880.0,21,3,0,0
509570,538660,22469,1174,10,15808.0,21,10,0,0
495936,539727,22934,201,6,12678.0,7,17,0,0
533522,536396,71053,2607,6,17850.0,21,0,0,0
533109,536846,20982,11,1,14573.0,21,1,0,0
503308,539250,20705,1511,8,15157.0,21,13,0,0
521140,537640,22736,2036,3,12640.0,7,5,0,0
503494,539264,37450,487,6,15224.0,21,13,0,0
514884,538056,21980,1613,12,17198.0,21,7,0,0
502369,539445,22423,2001,16,17865.0,21,14,0,0
511695,538177,22631,599,1,17177.0,21,8,0,0
514523,538009,21155,1972,6,14911.0,5,7,0,0
524141,537354,21891,2481,2,12748.0,21,4,0,0
517117,537691,47566,1670,5,13842.0,21,6,0,0
525780,537434,22940,874,1,17434.0,21,4,0,0
521911,537666,35965,936,1,13666.0,21,5,0,0
518934,537844,72232,889,2,17999.0,21,6,0,0
507610,538662,22656,2527,2,15159.0,21,10,0,0
526637,537054,85038,69,3,16931.0,21,3,0,0
525982,537435,21034,2030,2,17920.0,21,4,0,0
526784,537065,84997A,531,6,12567.0,7,3,0,0
516952,537672,84380,2144,12,13050.0,21,6,0,0
522175,537666,22077,73,4,13666.0,21,5,0,0
525909,537434,85199S,2333,3,17434.0,21,4,0,0
511814,538177,84946,143,29,17177.0,21,8,0,0
513733,538354,22356,514,20,16873.0,21,8,0,0
494917,539958,10125,1453,7,13958.0,21,19,0,0
520853,537638,22773,1076,6,15638.0,21,5,0,0
496987,539708,22507,1427,1,16708.0,21,17,0,0
511775,538177,72598,2211,9,17177.0,21,8,0,0
505315,539050,22413,1437,1,12577.0,7,12,0,0
534677,536544,21993,909,4,17544.0,21,0,0,0
518594,537823,22329,2073,1,15823.0,21,6,0,0
528012,537196,22112,557,1,15426.0,21,3,0,0
509089,538635,85199S,2333,6,17303.0,22,10,0,0
495647,539676,22661,513,10,12423.0,2,17,0,0
529653,536876,22810,2192,1,12876.0,2,2,0,0
504392,538917,21164,1201,2,17449.0,21,12,0,0
503490,539264,47567B,2448,3,15224.0,21,13,0,0
516848,C538062,22329,2073,-4,17702.0,21,7,0,0
530666,536987,72127,629,1,17198.0,21,2,0,0
514992,538069,72351B,2251,1,16795.0,21,7,0,0
514159,537886,22961,1242,12,15660.0,21,7,0,0
531976,536742,84380,2144,1,16916.0,21,1,0,0
512192,538201,22086,1657,1,15723.0,21,8,0,0
524180,537359,22637,1714,4,14825.0,21,4,0,0
508950,538630,22961,1242,12,14565.0,21,10,0,0
502303,539451,21662,2535,1,13451.0,21,14,0,0
514762,538040,22115,1433,1,16520.0,21,7,0,0
531760,536663,22737,2031,20,16546.0,21,1,0,0
516414,538156,22141,564,3,15555.0,21,7,0,0
520194,537614,22729,103,2,16904.0,21,5,0,0
519489,C537824,22784,1300,-1,12870.0,21,6,0,0
518639,537823,22557,1849,4,15823.0,21,6,0,0
521059,537640,21327,2319,6,12640.0,7,5,0,0
513476,538349,90022,798,1,16349.0,21,8,0,0
495367,539836,22900,2116,7,17894.0,21,18,0,0
504074,539324,22400,1409,1,14985.0,21,13,0,0
497268,539492,22457,1528,2,16492.0,21,16,0,0
494447,539957,21211,2199,12,12585.0,8,19,0,0
499244,539484,22109,987,1,15640.0,21,15,0,0
506196,538826,22270,1160,13,12370.0,3,11,0,0
495629,539663,22702,254,1,17961.0,21,17,0,0
525830,537434,82599,854,1,17434.0,21,4,0,0
524879,537394,22961,1242,12,13089.0,21,4,0,0
508750,538592,22111,2106,3,15854.0,21,10,0,0
495795,539718,21508,2539,1,14718.0,21,17,0,0
510735,538504,22680,952,1,16011.0,21,9,0,0
524500,537374,20966,2096,1,17259.0,21,4,0,0
500562,539436,84912B,1100,1,16436.0,21,14,0,0
518771,537826,22166,2569,5,15581.0,21,6,0,0
501349,539451,20724,1964,2,13451.0,21,14,0,0
509586,538662,21109,1303,24,15159.0,21,10,0,0
531351,536618,22952,77,48,17017.0,21,1,0,0
523855,537262,82486,20,2,15039.0,21,4,0,0
535090,536544,21408,2377,1,17544.0,21,0,0,0
529239,536863,21586,1285,1,17967.0,21,2,0,0
506927,538868,22960,1243,6,17017.0,21,11,0,0
535766,536592,22317,904,2,16592.0,21,0,0,0
517371,537764,22121,1545,1,16893.0,21,6,0,0
526176,537237,22654,715,2,12237.0,21,4,0,0
536303,536528,22607,2649,1,15525.0,21,0,0,0
505669,538709,22080,2037,1,16442.0,21,11,0,0
503605,539292,22222,428,3,16539.0,21,13,0,0
526177,537240,22580,91,1,16240.0,21,4,0,0
503757,539305,22074,74,12,14334.0,21,13,0,0
523426,537240,22173,1428,1,16240.0,21,4,0,0
495891,539722,21430,2222,8,14911.0,5,17,0,0
522934,537237,22974,534,1,12237.0,21,4,0,0
511623,538177,22356,514,4,17177.0,21,8,0,0
528677,537222,22195,1310,3,14404.0,21,3,0,0
519854,537534,22619,2186,1,16534.0,21,5,0,0
515620,538071,90128C,1091,1,12071.0,21,7,0,0
508418,538566,22469,1174,13,15566.0,21,10,0,0
508767,538596,22111,2106,3,17990.0,21,10,0,0
526035,537442,21506,852,1,13442.0,21,4,0,0
507393,538890,22411,1271,5,12867.0,21,11,0,0
503156,539243,85039A,2238,1,18116.0,21,13,0,0
533068,536846,21156,2018,2,14573.0,21,1,0,0
504461,538945,22469,1174,40,17230.0,21,12,0,0
500051,539434,22243,63,1,17434.0,21,14,0,0
498848,539464,22963,1240,3,17913.0,21,15,0,0
523437,537240,22208,2636,2,16240.0,21,4,0,0
504099,539196,84813,2161,2,18055.0,21,13,0,0
532575,536796,21026,2370,1,15574.0,21,1,0,0
531049,536876,20685,762,1,12876.0,2,2,0,0
498730,C539565,22649,2395,-4,14113.0,21,16,0,0
495764,539717,22086,1657,6,15208.0,21,17,0,0
527207,537135,22603,582,2,17059.0,21,3,0,0
501284,539451,84536B,846,6,13451.0,21,14,0,0
524609,537378,84945,1513,72,14911.0,5,4,0,0
502997,539220,22842,252,1,15220.0,21,13,0,0
517241,537738,21929,1264,10,17706.0,21,6,0,0
503251,539249,22111,2106,3,14709.0,21,13,0,0
527664,537153,22943,574,6,16718.0,21,3,0,0
528947,537196,21340,607,1,15426.0,21,3,0,0
